gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1024,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,24,1,17.985,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w4x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,626.87,1515.87
gfx950,256,1024,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,28.9537,native,0.0,778.78,1376.19
gfx950,256,1024,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,57.3333,native,0.0,917.68,1280.24
gfx950,256,1024,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,56,1,67.1678,flydsl_hgemm_abf16_wbf16_bf16_t128x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,923.19,1248.9
gfx950,256,1,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,582,2,22.7345,flydsl_hgemm_abf16_wbf16_bf16_t16x96x64x8_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.006,5.33,5328.54
gfx950,256,2,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,573,2,22.8156,flydsl_hgemm_abf16_wbf16_bf16_t16x96x64x5_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.006,10.62,5310.97
gfx950,256,4,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,549,2,23.1943,flydsl_hgemm_abf16_wbf16_bf16_t16x96x128x3_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0063,20.89,5226.95
gfx950,256,8,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,553,2,23.4118,flydsl_hgemm_abf16_wbf16_bf16_t16x96x128x4_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0057,41.38,5183.73
gfx950,256,16,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,549,2,24.3028,flydsl_hgemm_abf16_wbf16_bf16_t16x96x128x3_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0057,79.73,5003.96
gfx950,256,32,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1557,2,25.5313,flydsl_hgemm_abf16_wbf16_bf16_t32x96x128x4_ks2_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.014,151.8,4782.75
gfx950,256,64,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2722,2,29.9496,flydsl_hgemm_abf16_wbf16_bf16_t64x96x128x4_ks2_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0061,258.8,4110.55
gfx950,256,128,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,543,4,36.0054,flydsl_hgemm_abf16_wbf16_bf16_t128x96x64x2_ks4_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0138,430.55,3474.71
gfx950,256,256,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,57.6067,native,0.0,538.21,2241.16
gfx950,256,512,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,23,1,94.7694,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,654.31,1446.68
gfx950,256,1024,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,122.469,native,0.0,1012.64,1250.05
gfx950,256,512,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1399,1,37.3535,flydsl_hgemm_abf16_wbf16_bf16_t48x96x128x3_ks1_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.0059,415.01,1064.97
gfx950,256,10240,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,opus,6301,0,274.9349,opus_gemm_persistent_512x128x256x64_2x4_16x16x32_0x0x0_nooob_4g_safe,0.0,410.07,631.2
gfx950,256,10240,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,191.5485,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1177.17,1045.57
gfx950,256,10240,7168,3584,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,86,1,651.041,flydsl_hgemm_abf16_wbf16_bf16_t256x64x128x2_ks1_w2x2x1_bias0_ktail0_gm0_pht_gfx950,0.0,808.14,417.15
gfx950,256,10240,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,opus,1005,0,666.4179,opus_gemm_256x256x128x32_2x2_16x16x32_0x0x0_nooob,0.0,930.48,440.96
gfx950,256,10240,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,886.9429,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1398.25,497.13
gfx950,256,1,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,173,1,42.5566,flydsl_hgemm_abf16_wbf16_bf16_t16x32x64x4_ks1_w1x1x1_bias0_ktail0_gm4_pft_gfx950,0.0,6.9,6900.38
gfx950,256,2,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,373,1,48.4332,flydsl_hgemm_abf16_wbf16_bf16_t16x96x64x5_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,12.12,6064.27
gfx950,256,4,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,355,1,48.435,flydsl_hgemm_abf16_wbf16_bf16_t16x96x128x3_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,24.25,6066.33
gfx950,256,8,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,356,1,48.6239,flydsl_hgemm_abf16_wbf16_bf16_t16x96x128x3_ks1_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.0058,48.31,6047.31
gfx950,256,16,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,359,1,48.9083,flydsl_hgemm_abf16_wbf16_bf16_t16x96x128x4_ks1_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.0059,96.05,6021.19
gfx950,256,32,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,47.8034,native,0.0,196.54,6178.86
gfx950,256,48,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,896,1,52.1294,flydsl_hgemm_abf16_wbf16_bf16_t48x96x128x3_ks1_w1x2x2_bias0_ktail0_gm0_pft_gfx950,0.006,270.34,5683.08
gfx950,256,64,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1561,2,63.0612,flydsl_hgemm_abf16_wbf16_bf16_t64x96x128x4_ks2_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.006,297.97,4711.93
gfx950,256,128,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,83,1,80.4327,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x5_ks1_w4x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,467.23,3738.27
gfx950,256,256,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,372,1,142.8931,flydsl_hgemm_abf16_wbf16_bf16_t64x128x64x3_ks1_w2x4x1_bias0_ktail0_gm4_pft_gfx950,0.0,526.0,2153.76
gfx950,256,512,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,95,1,151.3497,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,993.22,2126.95
gfx950,256,1024,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,36,1,401.5194,flydsl_hgemm_abf16_wbf16_bf16_t128x128x64x4_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,748.78,872.25
gfx950,256,2048,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,131,1,716.6345,flydsl_hgemm_abf16_wbf16_bf16_t64x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pft_gfx950,0.0,839.05,567.72
gfx950,256,4096,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,791.4773,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1519.43,657.12
gfx950,256,8192,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1553.5807,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1548.15,480.56
gfx950,256,10240,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1990.1335,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1510.69,432.05
gfx950,256,16384,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,3129.1319,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1537.28,383.36
gfx950,256,32768,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,6223.626,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1545.84,338.31
gfx1250,256,1,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,3.8541,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.09,93.0
gfx1250,256,1,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20121,10,4.2327,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x2_p3w2,0.0078,0.43,436.98
gfx1250,256,1,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,11,4.9812,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0139,1.66,1660.85
gfx1250,256,1,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,10,5.2648,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0145,2.44,2442.86
gfx1250,256,1,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.103,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0124,3.61,3610.93
gfx1250,256,1,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.1893,auto,0.0,0.19,189.25
gfx1250,256,1,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.486,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0081,5.19,5192.16
gfx1250,256,1,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.1582,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0046,1.74,1736.67
gfx1250,256,1,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.2099,auto,0.0,2.39,2392.81
gfx1250,256,1,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.4295,auto,0.0,3.54,3544.85
gfx1250,256,1,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.8203,auto,0.0,5.08,5085.65
gfx1250,256,1,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.7959,auto,0.0,9.39,9391.77
gfx1250,256,1,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,52.5552,auto,0.0,11.17,11174.89
gfx1250,256,2,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,4,4.0361,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.17,92.37
gfx1250,256,2,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,4.365,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0078,0.84,427.08
gfx1250,256,2,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20251,13,5.1344,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0113,3.22,1614.31
gfx1250,256,2,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,12,5.6064,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.01,4.58,2296.89
gfx1250,256,2,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.2002,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0094,7.1,3557.13
gfx1250,256,2,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4473,auto,0.0,0.35,179.71
gfx1250,256,2,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.6598,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0096,10.17,5090.32
gfx1250,256,2,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.4128,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0048,3.37,1685.57
gfx1250,256,2,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.2832,auto,0.0,4.74,2375.79
gfx1250,256,2,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.3606,auto,0.0,7.13,3566.26
gfx1250,256,2,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.7353,auto,0.0,10.21,5105.18
gfx1250,256,2,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.1041,auto,0.0,19.3,9652.5
gfx1250,256,2,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,52.6533,auto,0.0,22.3,11155.9
gfx1250,256,4,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,4,4.1737,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0104,0.33,96.22
gfx1250,256,4,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,4.313,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0137,1.7,438.99
gfx1250,256,4,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,12,5.4829,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0139,6.02,1517.35
gfx1250,256,4,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,13,5.36,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0123,9.59,2408.5
gfx1250,256,4,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.4321,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0117,13.69,3434.29
gfx1250,256,4,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.6025,auto,0.0,0.68,176.43
gfx1250,256,4,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.7938,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0089,20.03,5017.41
gfx1250,256,4,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.35,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0045,6.78,1701.19
gfx1250,256,4,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.1036,auto,0.0,9.68,2426.48
gfx1250,256,4,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.2835,auto,0.0,14.34,3591.98
gfx1250,256,4,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.6601,auto,0.0,20.48,5124.05
gfx1250,256,4,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.4534,auto,0.0,39.62,9913.29
gfx1250,256,4,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,50.4086,auto,0.0,46.6,11656.49
gfx1250,256,8,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.3958,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.026,0.63,104.45
gfx1250,256,8,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,10,4.5405,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0088,3.23,429.85
gfx1250,256,8,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,13,5.4886,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.01,12.04,1527.06
gfx1250,256,8,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,13,5.4596,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0102,18.82,2376.38
gfx1250,256,8,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,10,6.4536,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0103,27.3,3433.64
gfx1250,256,8,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.6743,auto,0.0,1.35,179.2
gfx1250,256,8,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,8.9723,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0095,39.27,4926.72
gfx1250,256,8,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.4195,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0044,13.45,1692.98
gfx1250,256,8,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.0811,auto,0.0,19.4,2440.16
gfx1250,256,8,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.9882,auto,0.0,29.39,3687.3
gfx1250,256,8,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.4346,auto,0.0,41.34,5178.68
gfx1250,256,8,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.5834,auto,0.0,82.17,10287.15
gfx1250,256,8,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,50.5856,auto,0.0,92.86,11623.32
gfx1250,256,128,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,5,4.8644,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0111,9.05,449.23
gfx1250,256,128,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20247,11,5.0271,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x2_p3w2,0.0112,46.72,736.56
gfx1250,256,128,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20251,6,7.5144,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0104,140.66,1362.72
gfx1250,256,128,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,4,9.0062,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0098,182.56,1655.46
gfx1250,256,128,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20273,5,10.9991,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0106,256.25,2204.57
gfx1250,256,128,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.8231,auto,0.0,20.87,332.9
gfx1250,256,128,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20399,5,13.9119,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0105,405.2,3354.08
gfx1250,256,128,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.9643,auto,0.0,202.13,1754.59
gfx1250,256,128,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,10.5907,auto,0.0,266.14,2289.59
gfx1250,256,128,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,15.9428,auto,0.0,353.59,2926.82
gfx1250,256,128,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,33.5738,auto,0.0,461.73,3726.36
gfx1250,256,128,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,79.5681,auto,0.0,389.66,3121.62
gfx1250,256,128,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,159.4031,auto,0.0,471.52,3761.05
gfx1250,256,256,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,12,6.0556,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0099,14.55,664.9
gfx1250,256,256,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,6,6.0928,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0108,77.1,914.29
gfx1250,256,256,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20287,3,10.1563,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x64x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0086,208.14,1203.44
gfx1250,256,256,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20283,4,13.2576,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x64x256_2x1_16x16x32_0x0x0_c1x2_p3w2,0.0098,248.03,1280.31
gfx1250,256,256,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20399,5,13.1972,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0102,427.15,2006.22
gfx1250,256,256,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4237,auto,0.0,37.12,447.08
gfx1250,256,256,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20399,2,22.8303,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.006,493.83,2158.67
gfx1250,256,256,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,3,12.2429,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0041,296.0,1413.19
gfx1250,256,256,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,2,15.3236,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0029,367.87,1727.83
gfx1250,256,256,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,2,19.8229,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0043,568.75,2486.17
gfx1250,256,256,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,2,37.5523,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.0063,825.63,3438.03
gfx1250,256,256,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,120.1056,auto,0.0,516.28,2119.32
gfx1250,256,256,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,237.1012,auto,0.0,634.01,2580.52
gfx1250,256,1024,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,20.3037,auto,0.0,17.35,742.39
gfx1250,256,1024,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,19.2915,auto,0.0,97.4,869.67
gfx1250,256,1024,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.7873,auto,0.0,327.9,935.24
gfx1250,256,1024,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,28.2746,auto,0.0,465.2,1038.39
gfx1250,256,1024,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,41.0925,auto,0.0,548.73,969.66
gfx1250,256,1024,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.4774,auto,0.0,107.7,981.63
gfx1250,256,1024,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,84.0708,auto,0.0,536.42,773.3
gfx1250,256,1024,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,34.0646,auto,0.0,425.53,784.94
gfx1250,256,1024,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,46.8491,auto,0.0,481.3,850.52
gfx1250,256,1024,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,76.0326,auto,0.0,593.13,855.05
gfx1250,256,1024,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,185.5496,auto,0.0,668.38,825.07
gfx1250,256,1024,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,345.7437,auto,0.0,717.39,843.12
gfx1250,256,1024,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,816.0739,auto,0.0,736.81,840.33
gfx1250,256,2048,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.9854,auto,0.0,32.05,1355.56
gfx1250,256,2048,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.5031,auto,0.0,174.77,1475.11
gfx1250,256,2048,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,37.0078,auto,0.0,456.97,1080.23
gfx1250,256,2048,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,48.533,auto,0.0,542.04,945.24
gfx1250,256,2048,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,83.1181,auto,0.0,542.57,693.85
gfx1250,256,2048,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.1375,auto,0.0,144.61,1247.46
