gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx1250,256,2048,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,131.0566,auto,0.0,688.21,656.08
gfx1250,256,2048,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,56.2693,auto,0.0,515.22,698.81
gfx1250,256,2048,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,79.4626,auto,0.0,567.53,725.77
gfx1250,256,2048,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,139.6569,auto,0.0,645.83,615.67
gfx1250,256,2048,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,344.2289,auto,0.0,720.55,537.65
gfx1250,256,2048,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,669.7579,auto,0.0,740.67,508.82
gfx1250,256,2048,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1600.718,auto,0.0,751.28,489.99
gfx1250,256,1,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,3.9181,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.04,47.57
gfx1250,256,1,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.8059,auto,0.0,0.1,104.19
gfx1250,256,1,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,4,5.5783,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0056,1.27,1270.2
gfx1250,256,1,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4432,auto,0.0,0.58,579.24
gfx1250,256,1,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.0526,auto,0.0,0.89,893.96
gfx1250,256,1,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.2746,auto,0.0,1.75,1757.23
gfx1250,256,1,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.0751,auto,0.0,4.3,4303.92
gfx1250,256,1,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,3,15.2905,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0076,7.92,7922.68
gfx1250,256,1,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.9278,auto,0.0,10.9,10905.33
gfx1250,256,2,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.0366,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0,0.09,49.73
gfx1250,256,2,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.9747,auto,0.0,0.2,100.6
gfx1250,256,2,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,5.6494,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.005,2.51,1255.58
gfx1250,256,2,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.7853,auto,0.0,1.09,546.22
gfx1250,256,2,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.667,auto,0.0,2.22,1114.89
gfx1250,256,2,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.0468,auto,0.0,3.12,1566.92
gfx1250,256,2,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.1282,auto,0.0,8.57,4289.35
gfx1250,256,2,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,3,15.6133,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0082,15.51,7760.88
gfx1250,256,2,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,27.1013,auto,0.0,21.67,10837.56
gfx1250,256,4,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.19,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0417,0.16,54.77
gfx1250,256,4,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.1681,auto,0.0,0.38,97.53
gfx1250,256,4,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,6,5.6927,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0061,4.97,1248.72
gfx1250,256,4,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.217,auto,0.0,2.41,608.47
gfx1250,256,4,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.5707,auto,0.0,4.52,1138.94
gfx1250,256,4,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.2309,auto,0.0,6.09,1531.42
gfx1250,256,4,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.1729,auto,0.0,17.09,4279.04
gfx1250,256,4,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,3,16.5006,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0089,29.36,7347.34
gfx1250,256,4,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,26.2027,auto,0.0,44.82,11213.44
gfx1250,256,8,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,11,4.4054,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0104,0.31,65.13
gfx1250,256,8,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4474,auto,0.0,0.71,94.4
gfx1250,256,8,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,4,5.6891,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0044,9.95,1254.91
gfx1250,256,8,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.1729,auto,0.0,4.86,619.2
gfx1250,256,8,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4787,auto,0.0,9.19,1167.79
gfx1250,256,8,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.6223,auto,0.0,13.3,1681.75
gfx1250,256,8,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.0436,auto,0.0,34.5,4324.93
gfx1250,256,8,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,3,17.7494,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0083,54.59,6837.44
gfx1250,256,8,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.8229,auto,0.0,94.62,11845.66
gfx1250,256,128,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,11,4.9881,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0117,4.41,402.98
gfx1250,256,128,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.4218,auto,0.0,11.38,185.26
gfx1250,256,128,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20291,3,7.3826,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x64x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0041,122.72,1091.88
gfx1250,256,128,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.8065,auto,0.0,69.35,699.77
gfx1250,256,128,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.8189,auto,0.0,118.1,1172.53
gfx1250,256,128,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.4474,auto,0.0,189.23,1751.17
gfx1250,256,128,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,20.6615,auto,0.0,375.15,3071.98
gfx1250,256,128,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20467,3,26.7303,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x256x128_2x1_16x16x32_0x0x0_c1x3_p3w1,0.0085,579.95,4680.39
gfx1250,256,128,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,96.6032,auto,0.0,389.02,3112.52
gfx1250,256,256,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,13,5.8453,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0101,7.53,658.34
gfx1250,256,256,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.8472,auto,0.0,20.77,256.89
gfx1250,256,256,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20399,3,9.0058,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x64x64x128_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0041,201.2,1004.24
gfx1250,256,256,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.2075,auto,0.0,111.73,691.05
gfx1250,256,256,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.2073,auto,0.0,174.93,1053.44
gfx1250,256,256,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.0765,auto,0.0,254.46,1360.83
gfx1250,256,256,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,opus,20561,2,24.1183,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x4_p3w1,0.005,642.75,2752.6
gfx1250,256,256,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20557,3,47.6967,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x128x128x128_2x1_16x16x32_0x0x0_c1x3_p3w1,0.0085,650.03,2706.81
gfx1250,256,256,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,128.2885,auto,0.0,585.88,2398.95
gfx1250,256,1024,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,19.7634,auto,0.0,8.91,752.74
gfx1250,256,1024,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.0597,auto,0.0,66.45,627.27
gfx1250,256,1024,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.0154,auto,0.0,344.88,711.01
gfx1250,256,1024,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,13.2159,auto,0.0,243.74,793.42
gfx1250,256,1024,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.1292,auto,0.0,304.91,942.91
gfx1250,256,1024,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,28.766,auto,0.0,391.93,947.75
gfx1250,256,1024,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,104.7909,auto,0.0,591.74,800.51
gfx1250,256,1024,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,182.8777,auto,0.0,678.14,837.13
gfx1250,256,1024,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,416.1398,auto,0.0,722.47,841.6
gfx1250,256,2048,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.734,auto,0.0,16.21,1361.06
gfx1250,256,2048,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.8899,auto,0.0,102.07,913.69
gfx1250,256,2048,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,33.405,auto,0.0,433.93,682.73
gfx1250,256,2048,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,21.3795,auto,0.0,301.34,833.78
gfx1250,256,2048,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,36.3661,auto,0.0,354.31,922.68
gfx1250,256,2048,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,49.8458,auto,0.0,452.37,873.01
gfx1250,256,2048,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,191.247,auto,0.0,648.47,560.62
gfx1250,256,2048,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,342.491,auto,0.0,724.21,540.38
gfx1250,256,2048,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,807.6314,auto,0.0,744.52,503.75
gfx1250,256,4096,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,22.0771,auto,0.0,31.92,2672.03
gfx1250,256,4096,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,22.5383,auto,0.0,62.53,2629.34
gfx1250,256,4096,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.1021,auto,0.0,325.35,2666.59
gfx1250,256,4096,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,80.0591,auto,0.0,422.47,895.54
gfx1250,256,4096,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,86.3284,auto,0.0,609.46,914.01
gfx1250,256,4096,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,10.8957,auto,0.0,147.82,1287.18
gfx1250,256,4096,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,130.7416,auto,0.0,689.87,713.8
gfx1250,256,4096,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,55.7688,auto,0.0,519.84,690.98
gfx1250,256,4096,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,17.3565,auto,0.0,185.59,1555.66
gfx1250,256,4096,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,35.9489,auto,0.0,358.42,904.22
gfx1250,256,4096,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,253.4866,auto,0.0,711.63,504.67
gfx1250,256,4096,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,99.6911,auto,0.0,581.62,646.87
gfx1250,256,4096,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,61.3293,auto,0.0,420.19,991.65
gfx1250,256,4096,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,87.3823,auto,0.0,516.09,869.99
gfx1250,256,4096,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,150.5721,auto,0.0,599.01,619.79
gfx1250,256,4096,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,269.9857,auto,0.0,668.14,473.83
gfx1250,256,4096,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,361.0016,auto,0.0,687.07,426.25
gfx1250,256,4096,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,672.8653,auto,0.0,737.25,370.11
gfx1250,256,4096,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,667.784,auto,0.0,742.86,372.93
gfx1250,256,4096,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1328.4178,auto,0.0,746.86,330.73
gfx1250,256,4096,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1600.841,auto,0.0,751.22,324.89
gfx1250,256,4096,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3193.1174,auto,0.0,753.24,307.37
gfx1250,256,8192,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.5785,auto,0.0,59.77,4996.47
gfx1250,256,8192,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.1638,auto,0.0,116.64,4890.7
gfx1250,256,8192,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,31.6722,auto,0.0,474.62,3832.15
gfx1250,256,8192,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,120.4224,auto,0.0,561.74,1122.18
gfx1250,256,8192,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,160.8466,auto,0.0,654.21,901.27
gfx1250,256,8192,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,18.4625,auto,0.0,174.47,1497.97
gfx1250,256,8192,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,254.2868,auto,0.0,709.39,647.4
gfx1250,256,8192,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,99.6726,auto,0.0,581.73,702.22
gfx1250,256,8192,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,31.3584,auto,0.0,205.45,1697.0
gfx1250,256,8192,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,63.7807,auto,0.0,404.04,969.98
gfx1250,256,8192,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,493.6108,auto,0.0,730.89,429.11
gfx1250,256,8192,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,191.4212,auto,0.0,605.81,599.82
gfx1250,256,8192,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,109.8766,auto,0.0,469.07,1049.75
gfx1250,256,8192,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,169.3787,auto,0.0,532.5,832.65
gfx1250,256,8192,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,291.8862,auto,0.0,618.01,564.01
gfx1250,256,8192,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,531.3959,auto,0.0,678.92,398.6
gfx1250,256,8192,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,699.2416,auto,0.0,709.44,353.53
gfx1250,256,8192,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1319.1035,auto,0.0,752.13,285.77
gfx1250,256,8192,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1328.2297,auto,0.0,746.96,283.81
gfx1250,256,8192,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2661.0161,auto,0.0,745.68,239.19
gfx1250,256,8192,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3200.1673,auto,0.0,751.58,233.3
gfx1250,256,8192,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6392.6677,auto,0.0,752.48,215.2
gfx1250,256,16384,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,27.9218,auto,0.0,100.95,8432.35
gfx1250,256,16384,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,29.5059,auto,0.0,191.05,7998.79
gfx1250,256,16384,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,54.9906,auto,0.0,546.73,4380.94
gfx1250,256,16384,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,221.1471,auto,0.0,611.77,1184.79
gfx1250,256,16384,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,317.1442,auto,0.0,663.59,873.69
gfx1250,256,16384,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,33.0607,auto,0.0,194.87,1661.16
gfx1250,256,16384,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,534.9372,auto,0.0,674.43,574.33
gfx1250,256,16384,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,195.4261,auto,0.0,593.39,680.09
gfx1250,256,16384,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,58.4977,auto,0.0,220.26,1805.95
gfx1250,256,16384,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,117.2621,auto,0.0,439.52,1028.35
gfx1250,256,16384,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1087.1866,auto,0.0,663.69,349.14
gfx1250,256,16384,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,377.7117,auto,0.0,614.04,570.49
gfx1250,256,16384,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,210.7113,auto,0.0,489.2,1064.94
gfx1250,256,16384,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,337.0032,auto,0.0,535.27,804.32
gfx1250,256,16384,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,577.3735,auto,0.0,624.86,532.12
gfx1250,256,16384,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1062.2516,auto,0.0,679.27,357.34
gfx1250,256,16384,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1403.9505,auto,0.0,706.68,309.02
gfx1250,256,16384,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3122.2706,auto,0.0,635.52,202.68
gfx1250,256,16384,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3038.3694,auto,0.0,653.07,208.27
gfx1250,256,16384,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6153.9405,auto,0.0,644.88,167.49
gfx1250,256,16384,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7476.4449,auto,0.0,643.4,160.45
gfx1250,256,16384,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,15026.017,auto,0.0,640.27,144.03
gfx1250,256,16,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20002,6,4.3892,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x512_1x2_16x16x32_0x0x0_p3w1,0.0156,0.63,91.54
gfx1250,256,16,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20001,13,4.3621,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_p3w2,0.0104,1.26,131.64
gfx1250,256,16,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,12,4.5391,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0112,6.47,455.7
gfx1250,256,16,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20125,11,5.2173,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x3_p3w2,0.0117,25.32,1630.22
gfx1250,256,16,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,12,5.5953,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0106,36.73,2341.81
gfx1250,256,16,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.0989,auto,0.0,1.53,108.92
gfx1250,256,16,1536,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,10,6.4038,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0111,55.02,3482.09
gfx1250,256,16,2304,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,5.736,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0043,19.74,1255.36
gfx1250,256,16,3072,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.8659,auto,0.0,2.59,182.67
gfx1250,256,16,3072,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.382,auto,0.0,9.35,605.8
gfx1250,256,16,3072,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,5,9.2092,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0098,76.52,4817.78
gfx1250,256,16,4608,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,20129,3,8.4549,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0043,26.79,1697.52
gfx1250,256,16,6144,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.6142,auto,0.0,17.93,1158.57
gfx1250,256,16,7168,768,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.8035,auto,0.0,30.35,1940.9
gfx1250,256,16,7168,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.7479,auto,0.0,40.27,2549.03
gfx1250,256,16,7168,3072,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.9179,auto,0.0,59.12,3722.79
gfx1250,256,16,7168,4224,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,13.8982,auto,0.0,69.71,4383.29
gfx1250,256,16,7168,8448,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.59,auto,0.0,82.14,5155.16
gfx1250,256,16,8448,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20165,2,19.6178,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x256_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0057,98.78,6198.97
gfx1250,256,16,16896,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.181,auto,0.0,160.27,10048.84
gfx1250,256,16,20480,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.2574,auto,0.0,185.99,11659.4
gfx1250,256,16,40960,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,52.1788,auto,0.0,180.06,11283.18
gfx1250,256,32,12,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20118,11,4.7081,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c2x1_p3w2,0.0182,1.17,134.14
gfx1250,256,32,24,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20118,13,4.5231,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c2x1_p3w2,0.0117,2.43,177.83
gfx1250,256,32,128,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20121,11,4.6203,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x32x256_1x2_16x16x32_0x0x0_c1x2_p3w2,0.012,12.71,498.23
gfx1250,256,32,576,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20251,13,5.3713,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x3_p3w2,0.0114,49.2,1629.62
gfx1250,256,32,896,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20255,12,5.8412,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x32x32x256_2x1_16x16x32_0x0x0_c1x4_p3w2,0.0115,70.37,2287.4
gfx1250,256,32,1536,128,False,torch.bfloat16,torch.bfloat16,False,False,opus,20147,0,4.5831,opus_gemm_gfx1250_splitk_clusterlaunch_tdm_ws_128x16x64x128_1x2_16x16x32_0x0x0_c1x4_p3w2,0.0,2.75,109.03
